0.803	8.11026
0.804	8.0405
0.805	7.97043
0.806	7.90104
0.807	7.83326
0.808	7.76798
0.809	7.70603
0.81	7.64819
0.811	7.59521
0.812	7.54783
0.813	7.50679
0.814	7.47289

